description,timestamp,cleaned_description
"As China has struggled with reopening to the world, so too has Hong Kong.⁠
⁠
The former British colony has long branded itself “Asia’s world city”, a more international place than the mainland. ⁠
⁠
But on top of the pandemic, a sweeping national-security law enacted in 2020 has crushed dissent and spooked foreigners.⁠
⁠
Hong Kong officials had hoped that holding some big events might help. To that end, they helped fund an exhibition football match featuring Lionel Messi. Nearly 40,000 people paid up to HK$4,880 to watch.⁠
⁠
They were disappointed. To read why the game has made Hong Kong look worryingly like the mainland, click on the link in our bio. ⁠
⁠
Photo: Imago",2024-02-19 04:00:22,"As China has struggled with reopening to the world so too has Hong Kong

The former British colony has long branded itself Asias world city a more international place than the mainland 

But on top of the pandemic a sweeping nationalsecurity law enacted in 2020 has crushed dissent and spooked foreigners

Hong Kong officials had hoped that holding some big events might help To that end they helped fund an exhibition football match featuring Lionel Messi Nearly 40000 people paid up to HK4880 to watch

They were disappointed To read why the game has made Hong Kong look worryingly like the mainland click on the link in our bio 

Photo Imago"
"Wimbledon’s centre court has seen its share of rivalries. But for David Almog, a behavioural economist, the match worth tuning in for is umpire v machine. ⁠
⁠
How AI oversight affects human decision-making is an important question in a world where algorithms play an ever-larger role in everyday life. ⁠
⁠
Car drivers, financial traders and air-traffic controllers already routinely see their decisions overruled by AI systems put in place to correct poor judgment. ⁠
⁠
Much of this happens out of the public eye, thwarting would-be analysts. But, says Mr Almog, “tennis is one of the most visible settings where final decision rights are granted to AI.” ⁠
⁠
To discover what he and his colleagues found—and learn how the research may prove important for fields such as medicine and law—tap the link in our bio.⁠
⁠
Image: Getty Images",2024-02-19 01:00:19,"Wimbledons centre court has seen its share of rivalries But for David Almog a behavioural economist the match worth tuning in for is umpire v machine 

How AI oversight affects human decisionmaking is an important question in a world where algorithms play an everlarger role in everyday life 

Car drivers financial traders and airtraffic controllers already routinely see their decisions overruled by AI systems put in place to correct poor judgment 

Much of this happens out of the public eye thwarting wouldbe analysts But says Mr Almog tennis is one of the most visible settings where final decision rights are granted to AI 

To discover what he and his colleagues foundand learn how the research may prove important for fields such as medicine and lawtap the link in our bio

Image Getty Images"
"Successful workplaces are usually characterised by good communication.⁠
⁠
Bosses provide a clear sense of where they want the firm to go; employees feel able to voice disagreements; colleagues share information rather than hoarding it. ⁠
⁠
But being a good communicator is too often conflated with one particular skill: speaking persuasively.⁠
⁠
Tap the link in our bio to learn how to be a better workplace conversationalist.⁠
⁠
Illustration: @paulyblow",2024-02-18 22:00:36,"Successful workplaces are usually characterised by good communication

Bosses provide a clear sense of where they want the firm to go employees feel able to voice disagreements colleagues share information rather than hoarding it 

But being a good communicator is too often conflated with one particular skill speaking persuasively

Tap the link in our bio to learn how to be a better workplace conversationalist

Illustration paulyblow"
"What do Queen Victoria, Albert Einstein and Edgar Allan Poe have in common?⁠
⁠
All were married to their first cousins.⁠
⁠
In many American states it is illegal to have sexual relations and marry one’s first cousin.⁠
⁠
A recent controversy in Kentucky has put a spotlight on these laws. Click on the link in our bio to learn why it will probably be a long time before they are stricken from the books.⁠
⁠
Illustration: @ryanpetergillett",2024-02-18 20:00:45,"What do Queen Victoria Albert Einstein and Edgar Allan Poe have in common

All were married to their first cousins

In many American states it is illegal to have sexual relations and marry ones first cousin

A recent controversy in Kentucky has put a spotlight on these laws Click on the link in our bio to learn why it will probably be a long time before they are stricken from the books

Illustration ryanpetergillett"
"“If it happened, if they decided to kill me, it means that we are unbelievably strong at that moment,” Alexei Navalny once told an interviewer..⁠
⁠
The answer was vintage Navalny: ever hopeful in the face of existential terror. But now that it has happened it is Vladimir Putin, his longtime nemesis, who appears all too strong. ⁠
⁠
Throughout more than two decades in power, Mr Putin has waged a war against his opponents at home and abroad. The Russian leader is poised to use an upcoming presidential election to claim a mandate for his leadership on both fronts. ⁠
⁠
For Russians opposed to Mr Putin’s regime, Mr Navalny represented hope. His death, although hardly unexpected, will make him a martyr.⁠
⁠
Click the link in our bio to read how it is a sign of how the country’s dictatorship has transformed.⁠
⁠
Image: AP",2024-02-18 19:01:12,"If it happened if they decided to kill me it means that we are unbelievably strong at that moment Alexei Navalny once told an interviewer

The answer was vintage Navalny ever hopeful in the face of existential terror But now that it has happened it is Vladimir Putin his longtime nemesis who appears all too strong 

Throughout more than two decades in power Mr Putin has waged a war against his opponents at home and abroad The Russian leader is poised to use an upcoming presidential election to claim a mandate for his leadership on both fronts 

For Russians opposed to Mr Putins regime Mr Navalny represented hope His death although hardly unexpected will make him a martyr

Click the link in our bio to read how it is a sign of how the countrys dictatorship has transformed

Image AP"
"China’s propagandists claim the country’s public wants reunification with Taiwan—and is willing to use force to achieve it. ⁠
To find out if this is really the mood on the ground, our “Drum Tower” podcast travels to Xiamen, a Chinese city just across the Taiwan strait. The people we meet suggest support for war isn’t unanimous.⁠
⁠
Tap on the link in our bio to hear what ordinary people in China really think about a war with the island.",2024-02-18 18:00:34,"Chinas propagandists claim the countrys public wants reunification with Taiwanand is willing to use force to achieve it 
To find out if this is really the mood on the ground our Drum Tower podcast travels to Xiamen a Chinese city just across the Taiwan strait The people we meet suggest support for war isnt unanimous

Tap on the link in our bio to hear what ordinary people in China really think about a war with the island"
"In theory this year should be a triumphant one for democracy: more people are expected to vote in national elections than ever before. But many of these elections will be problematic. ⁠
⁠
Each year EIU, our sister company, grades 167 countries and territories on a scale of ten according to the strength of their democratic practices.⁠
⁠
Swipe to see which countries fall into the following four categories: full democracies, flawed democracies, hybrid regimes and authoritarian regimes.⁠
⁠
To discover the four important lessons from this year’s democracy index—and to find out where your country ranks, tap the link in our bio.⁠",2024-02-18 16:00:34,"In theory this year should be a triumphant one for democracy more people are expected to vote in national elections than ever before But many of these elections will be problematic 

Each year EIU our sister company grades 167 countries and territories on a scale of ten according to the strength of their democratic practices

Swipe to see which countries fall into the following four categories full democracies flawed democracies hybrid regimes and authoritarian regimes

To discover the four important lessons from this years democracy indexand to find out where your country ranks tap the link in our bio"
"Donald Trump, Viktor Orban and a motley crew of Western politicians are constructing an “anti-woke” conservatism that puts national sovereignty before the individual. Tap on the link in our bio to read why liberals must find a way to stop them.⁠
⁠
Illustration: @petexryan",2024-02-18 14:03:17,"Donald Trump Viktor Orban and a motley crew of Western politicians are constructing an antiwoke conservatism that puts national sovereignty before the individual Tap on the link in our bio to read why liberals must find a way to stop them

Illustration petexryan"
"Before the 1980s obituaries in British newspapers tended to serve readers a diet of fresh corpses and stale prose. There were respectable judges, unimpeachable wives and phrases in the “she passed away peacefully” and “tributes poured in” vein. ⁠
⁠
Then things changed. Led by Hugh Massingberd, an obituaries editor at the Daily Telegraph, the press saw the possibility in chronicling colourful lives in colourful ways. ⁠
⁠
Suddenly obituaries started to offer characters such as “Brigadier ‘Slasher’ Somerset” and “the last Wali of Swat” and phrases such as “he tried slithering along a sewer” or “cowering in the back of a hayloft in…Lower Silesia”.⁠
⁠
The history of the 20th century offered ample material—but click the link in our bio to read how lives of this vintage are now almost all over, changing journalism as a result.⁠
⁠
Illustration: @eshakespeare",2024-02-18 09:00:21,"Before the 1980s obituaries in British newspapers tended to serve readers a diet of fresh corpses and stale prose There were respectable judges unimpeachable wives and phrases in the she passed away peacefully and tributes poured in vein 

Then things changed Led by Hugh Massingberd an obituaries editor at the Daily Telegraph the press saw the possibility in chronicling colourful lives in colourful ways 

Suddenly obituaries started to offer characters such as Brigadier Slasher Somerset and the last Wali of Swat and phrases such as he tried slithering along a sewer or cowering in the back of a hayloft inLower Silesia

The history of the 20th century offered ample materialbut click the link in our bio to read how lives of this vintage are now almost all over changing journalism as a result

Illustration eshakespeare"
"Only a few years ago, analysts and investors were aflutter with talk of a new “supercycle” in commodities. Some believed the world was about to repeat a surge in raw-material prices of the early 2000s. Today that thesis looks less certain.⁠
⁠
The Bloomberg Commodity Index, made up of a basket of foodstuffs, fuels and metals, has declined by 29% since its peak in mid-2022. Forecasts for oil demand vary wildly, depending on assumptions about the green transition.⁠
⁠
On top of unpredictable economic cycles, investors now have to contend with a barrage of political and technological uncertainties, which range from developments in battery tech to government appetite for subsidies. ⁠
⁠
Such considerations are increasingly difficult to track, and it is not only Western policies and demand that matter. Tap the link in our bio to discover why old methods of reading commodity markets are no longer sufficient.⁠
⁠
Illustration: @satillustration",2024-02-18 04:00:17,"Only a few years ago analysts and investors were aflutter with talk of a new supercycle in commodities Some believed the world was about to repeat a surge in rawmaterial prices of the early 2000s Today that thesis looks less certain

The Bloomberg Commodity Index made up of a basket of foodstuffs fuels and metals has declined by 29 since its peak in mid2022 Forecasts for oil demand vary wildly depending on assumptions about the green transition

On top of unpredictable economic cycles investors now have to contend with a barrage of political and technological uncertainties which range from developments in battery tech to government appetite for subsidies 

Such considerations are increasingly difficult to track and it is not only Western policies and demand that matter Tap the link in our bio to discover why old methods of reading commodity markets are no longer sufficient

Illustration satillustration"
"Ah, Twitter in 2020. X was just a letter in the alphabet. Elon Musk was preoccupied with implanting computer chips into pigs. Donald Trump wasn’t yet banned, though his tweets were loud, alarming—and getting fact­-checked by the platform itself. ⁠
⁠
Tired of liberal big-­tech companies telling them what they could post, some Republicans had started to defect to a rival platform launched two years earlier: Parler. It looked similar to Twitter, but with less content moderation. ⁠
⁠
Parler has since earned a darker reputation. Messages exchanged on Parler have been presented in court as evidence to convict rioters who broke into the Capitol on January 6th 2021. Misinformation and far­-right conspiracy theories shared on the platform came to the fore. ⁠
⁠
The app eventually went down altogether, but now it is promising a “big comeback”. It also rejects its association with January 6th. Click on the link in our bio to find out what to make of Parler’s return.⁠
⁠
Photo: Getty Images",2024-02-18 01:00:18,"Ah Twitter in 2020 X was just a letter in the alphabet Elon Musk was preoccupied with implanting computer chips into pigs Donald Trump wasnt yet banned though his tweets were loud alarmingand getting factchecked by the platform itself 

Tired of liberal bigtech companies telling them what they could post some Republicans had started to defect to a rival platform launched two years earlier Parler It looked similar to Twitter but with less content moderation 

Parler has since earned a darker reputation Messages exchanged on Parler have been presented in court as evidence to convict rioters who broke into the Capitol on January 6th 2021 Misinformation and farright conspiracy theories shared on the platform came to the fore 

The app eventually went down altogether but now it is promising a big comeback It also rejects its association with January 6th Click on the link in our bio to find out what to make of Parlers return

Photo Getty Images"
"“The Wisdom of Plagues” puts the struggle against pestilence in historical context, noting how the shift from hunter­-gathering to farming made it easier for bugs to jump from livestock to people. ⁠
⁠
The new book, by Donald McNeill, explains how plagues have shaped history, from the typhus that crippled Na­poleon’s invasion of Russia to the covid­-in­duced isolation that, he speculates, might have aggravated Vladimir Putin’s paranoia.⁠
⁠
Mr McNeill brims with ideas for curb­ing the next pandemic, including sampling sewage for viruses. He omits some im­portant things, such as the mystery of why Sweden coped reasonably well with covid despite very loose lockdown rules. ⁠
⁠
But tap on the link in our bio to read why, overall, this is a fascinating, ferocious account of humanity’s two deadliest enemies: disease and itself.⁠
⁠
Image: Getty Images",2024-02-17 22:00:34,"The Wisdom of Plagues puts the struggle against pestilence in historical context noting how the shift from huntergathering to farming made it easier for bugs to jump from livestock to people 

The new book by Donald McNeill explains how plagues have shaped history from the typhus that crippled Napoleons invasion of Russia to the covidinduced isolation that he speculates might have aggravated Vladimir Putins paranoia

Mr McNeill brims with ideas for curbing the next pandemic including sampling sewage for viruses He omits some important things such as the mystery of why Sweden coped reasonably well with covid despite very loose lockdown rules 

But tap on the link in our bio to read why overall this is a fascinating ferocious account of humanitys two deadliest enemies disease and itself

Image Getty Images"
"At the time of its construction, the Burma Railway was supposed to run from Ban Pong in Thailand to Thanbyuzayat in Burma (now Myanmar), for roughly 250 miles. Much of its route lay through dense, sticky jungle. ⁠
⁠
It was a project of the occupying Japanese army, which used as slave labour around 200,000 Asian civilians and 60,000 Allied prisoners-of-war. ⁠
⁠
Jack Jennings found himself in that category in February 1942, after his battalion in the 1st Cambridgeshire regiment was forced to surrender to the Japanese during the fall of Singapore. ⁠
⁠
With that defeat, he began a forced trail from railway camp to railway camp that lasted for three and a half years. Tap the link in our bio to learn more about the life of Mr Jennings, who has died aged 104.⁠
⁠
Photo: Mirrorpix",2024-02-17 20:00:47,"At the time of its construction the Burma Railway was supposed to run from Ban Pong in Thailand to Thanbyuzayat in Burma now Myanmar for roughly 250 miles Much of its route lay through dense sticky jungle 

It was a project of the occupying Japanese army which used as slave labour around 200000 Asian civilians and 60000 Allied prisonersofwar 

Jack Jennings found himself in that category in February 1942 after his battalion in the 1st Cambridgeshire regiment was forced to surrender to the Japanese during the fall of Singapore 

With that defeat he began a forced trail from railway camp to railway camp that lasted for three and a half years Tap the link in our bio to learn more about the life of Mr Jennings who has died aged 104

Photo Mirrorpix"
"It does not bode well when a judge, before meting out a punishment, tells a defendant that his lack of remorse “borders on pathological”. ⁠
⁠
Sure enough, that dressing-down of Donald Trump preceded an enormous fine in a civil ruling. A judge in New York ordered him and his property business to pay more than $355m for cooking the books over several years. ⁠
⁠
Time and again the Trump Organisation inflated asset values to secure better loan terms, the judge found. New York’s attorney-general, who brought the lawsuit, said Mr Trump had “full knowledge of and responsibility for” the scheme.⁠
⁠
The most damaging aspect of all in the case against the former president was Mr Trump’s own behaviour during the trial. Tap the link in our bio to learn the consequences of this huge fine—and how Donald Trump is already turning the ruling back on Joe Biden.⁠
⁠
Image: Getty Images",2024-02-17 19:01:11,"It does not bode well when a judge before meting out a punishment tells a defendant that his lack of remorse borders on pathological 

Sure enough that dressingdown of Donald Trump preceded an enormous fine in a civil ruling A judge in New York ordered him and his property business to pay more than 355m for cooking the books over several years 

Time and again the Trump Organisation inflated asset values to secure better loan terms the judge found New Yorks attorneygeneral who brought the lawsuit said Mr Trump had full knowledge of and responsibility for the scheme

The most damaging aspect of all in the case against the former president was Mr Trumps own behaviour during the trial Tap the link in our bio to learn the consequences of this huge fineand how Donald Trump is already turning the ruling back on Joe Biden

Image Getty Images"
"San Francisco has long been a byword for municipal failure.⁠
⁠
Even as its techies minted money and transformed the world, its government was incapable of providing residents with basic shelter and security. ⁠
⁠
Then covid-19 struck. The rise of remote work threatened to sound the city’s death knell, as the tech industry took to its heels.⁠
⁠
As things have turned out, however, San Francisco has become host to an artificial-intelligence boom. Venture funding is on the rise again, and last year the vast majority of funding for firms in the region went to startups in the city itself. Young people want to live and work in the City by the Bay and to be part of a technological revolution that is changing the world.⁠
⁠
Having been granted this piece of good fortune, the city must seize the opportunity to reform. Tap the link in our bio to learn why this might be the best chance it gets.⁠
⁠
Photo: Getty Images",2024-02-17 18:00:39,"San Francisco has long been a byword for municipal failure

Even as its techies minted money and transformed the world its government was incapable of providing residents with basic shelter and security 

Then covid19 struck The rise of remote work threatened to sound the citys death knell as the tech industry took to its heels

As things have turned out however San Francisco has become host to an artificialintelligence boom Venture funding is on the rise again and last year the vast majority of funding for firms in the region went to startups in the city itself Young people want to live and work in the City by the Bay and to be part of a technological revolution that is changing the world

Having been granted this piece of good fortune the city must seize the opportunity to reform Tap the link in our bio to learn why this might be the best chance it gets

Photo Getty Images"
"“Shop like a billionaire.” With that enticing slogan Temu touted itself to Americans watching the Super Bowl. Fans had been treated to a similar advert last year. But this time the message was hammered home. Temu’s ad played five times.⁠
⁠
It is attempting to replicate the success of Shein, a Chinese fast-fashion seller, which shot to success in America in 2021 helped by clever marketing and ultra-low prices. In their bid to win over American shoppers the duo are spending lavishly on digital ads.⁠
⁠
It has bought some brand recognition. Last year Temu was the most downloaded app in America, Britain, France and Germany, according to one research firm. Shein is already a shopping sensation among American teenagers. ⁠
⁠
But can the firms win over American shoppers en masse? The pair have only made small inroads into the e-commerce market so far. But tap the link in our bio to learn why they may have already done the hardest part of making it in America.⁠
⁠
Image: Temu",2024-02-17 16:00:43,"Shop like a billionaire With that enticing slogan Temu touted itself to Americans watching the Super Bowl Fans had been treated to a similar advert last year But this time the message was hammered home Temus ad played five times

It is attempting to replicate the success of Shein a Chinese fastfashion seller which shot to success in America in 2021 helped by clever marketing and ultralow prices In their bid to win over American shoppers the duo are spending lavishly on digital ads

It has bought some brand recognition Last year Temu was the most downloaded app in America Britain France and Germany according to one research firm Shein is already a shopping sensation among American teenagers 

But can the firms win over American shoppers en masse The pair have only made small inroads into the ecommerce market so far But tap the link in our bio to learn why they may have already done the hardest part of making it in America

Image Temu"
"In midtown Manhattan reminders of commercial property’s difficulties are everywhere. Many buildings have stood empty since covid-19 struck and vacancy rates have rocketed. ⁠
⁠
Most commercial buildings are financed via five- or ten-year loans. Many will be refinanced shortly, while interest rates are painfully high. Some $1trn in American commercial-property loans will roll over in the next two years.⁠
⁠
Recently a number of office buildings in big cities have traded at less than half their pre-pandemic prices. These sorts of losses will wipe out many owners’ equity, leaving banks to swallow hefty losses of their own.⁠
⁠
It is worth putting these problems into context, however. Tap the link in our bio to discover why worries about commercial property are overblown.⁠
⁠
Photo: Getty Images",2024-02-17 14:00:28,"In midtown Manhattan reminders of commercial propertys difficulties are everywhere Many buildings have stood empty since covid19 struck and vacancy rates have rocketed 

Most commercial buildings are financed via five or tenyear loans Many will be refinanced shortly while interest rates are painfully high Some 1trn in American commercialproperty loans will roll over in the next two years

Recently a number of office buildings in big cities have traded at less than half their prepandemic prices These sorts of losses will wipe out many owners equity leaving banks to swallow hefty losses of their own

It is worth putting these problems into context however Tap the link in our bio to discover why worries about commercial property are overblown

Photo Getty Images"
"Alexei Navalny, Russia’s most prominent opposition leader, has died in a penal colony near the Arctic Circle, according to the Russian prison service. ⁠
⁠
Our “Next Year in Moscow” podcast, recorded in April 2023, discusses his poisoning in 2020, his subsequent decision to return to Russia and the terrible conditions he faced in solitary confinement. ⁠
⁠
Click on the link in our bio to listen to the rest of the podcast series.",2024-02-17 12:00:27,"Alexei Navalny Russias most prominent opposition leader has died in a penal colony near the Arctic Circle according to the Russian prison service 

Our Next Year in Moscow podcast recorded in April 2023 discusses his poisoning in 2020 his subsequent decision to return to Russia and the terrible conditions he faced in solitary confinement 

Click on the link in our bio to listen to the rest of the podcast series"
"Hungary is at the heart of a global movement to reinvent right-wing politics. ⁠
⁠
National conservatism, espoused by Viktor Orban and Donald Trump, marks a radical departure from the sort that prevailed in the era of Ronald Reagan and Margaret Thatcher.⁠
⁠
Instead of sunny optimism and a view of America as a “shining city on a hill”, as Mr Reagan had it, it sees decline and “American carnage”, as Mr Trump puts it. ⁠
⁠
In place of muscular internationalism is a profound scepticism of foreign wars and multilateral organisations. ⁠
⁠
Proponents of national conservatism argue that elections this year will cement it as the West’s dominant right-wing ideology. Tap on the link in our bio to find out whether that’s possible.⁠
⁠
Illustration: @chantaljahchan / Getty Images",2024-02-17 09:00:26,"Hungary is at the heart of a global movement to reinvent rightwing politics 

National conservatism espoused by Viktor Orban and Donald Trump marks a radical departure from the sort that prevailed in the era of Ronald Reagan and Margaret Thatcher

Instead of sunny optimism and a view of America as a shining city on a hill as Mr Reagan had it it sees decline and American carnage as Mr Trump puts it 

In place of muscular internationalism is a profound scepticism of foreign wars and multilateral organisations 

Proponents of national conservatism argue that elections this year will cement it as the Wests dominant rightwing ideology Tap on the link in our bio to find out whether thats possible

Illustration chantaljahchan  Getty Images"
"In “Squid Game”, a South Korean tv mega-hit from 2021, 456 desperate contestants compete in a series of deadly challenges. A prize of 45.6bn won ($34m) awaits the sole survivor. ⁠
⁠
Working in the country’s entertainment industry can feel similarly rapacious. Scriptwriters and directors fight feverishly against long odds to get their projects made. But in contrast to the cult show, success is unlikely to be lucrative.⁠
⁠
Shows like “Squid Game”, which became Netflix’s most popular offering and is said to have netted the company almost $900m, have earned the South Korean entertainment industry global accolades. ⁠
⁠
Yet Hwang Dong-hyuk, its creator, says the show made him only enough “to put food on the table”. The head of the Directors Guild of Korea, says its members earn on average 18m won a year, while writers make only about 10m.⁠
⁠
Tap the link in our bio to learn how South Korean creatives are lobbying for changes to the law to ensure that they are better paid.⁠
⁠
Image: Netflix",2024-02-17 04:00:24,"In Squid Game a South Korean tv megahit from 2021 456 desperate contestants compete in a series of deadly challenges A prize of 456bn won 34m awaits the sole survivor 

Working in the countrys entertainment industry can feel similarly rapacious Scriptwriters and directors fight feverishly against long odds to get their projects made But in contrast to the cult show success is unlikely to be lucrative

Shows like Squid Game which became Netflixs most popular offering and is said to have netted the company almost 900m have earned the South Korean entertainment industry global accolades 

Yet Hwang Donghyuk its creator says the show made him only enough to put food on the table The head of the Directors Guild of Korea says its members earn on average 18m won a year while writers make only about 10m

Tap the link in our bio to learn how South Korean creatives are lobbying for changes to the law to ensure that they are better paid

Image Netflix"
"Alexei Navalny will be celebrated as a man of remarkable courage. His life will be remembered for what it says about Vladimir Putin, what it portends for Russia and what it demands of the world.⁠
⁠
A man of formidable intelligence, Mr Navalny identified the two foundations on which Mr Putin has built his power: fear and greed. Not only did he understand those impulses, he struck at them in devastating ways. ⁠
⁠
In one of his early communications from jail he wrote that: “it is not honest people who frighten the authorities…but those who are not afraid, or, to be more precise: those who may be afraid, but overcome their fear.”⁠
⁠
Mr Navalny’s death portends a deepening of repression inside Russia. His murder was not the first and it will not be the last. Tap the link in our bio to discover why the West now needs to find the strength and courage he showed.⁠
⁠
Photo: Getty images",2024-02-17 01:00:39,"Alexei Navalny will be celebrated as a man of remarkable courage His life will be remembered for what it says about Vladimir Putin what it portends for Russia and what it demands of the world

A man of formidable intelligence Mr Navalny identified the two foundations on which Mr Putin has built his power fear and greed Not only did he understand those impulses he struck at them in devastating ways 

In one of his early communications from jail he wrote that it is not honest people who frighten the authoritiesbut those who are not afraid or to be more precise those who may be afraid but overcome their fear

Mr Navalnys death portends a deepening of repression inside Russia His murder was not the first and it will not be the last Tap the link in our bio to discover why the West now needs to find the strength and courage he showed

Photo Getty images"
"Novo Nordisk pays so much tax in Denmark it has enabled at least one municipality to reduce income tax, but such transformational growth can also feel destructive. ⁠
⁠
Tap the link in our bio to explore how a single firm’s success can change a whole country. ⁠
⁠
Photos: @nnavntoft⁠
⁠",2024-02-16 22:35:26,"Novo Nordisk pays so much tax in Denmark it has enabled at least one municipality to reduce income tax but such transformational growth can also feel destructive 

Tap the link in our bio to explore how a single firms success can change a whole country 

Photos nnavntoft
"
"The list of the world’s biggest infrastructure snafus is long. But Britain has an entry that will prove hard to beat.⁠
⁠
Its High-Speed 2 railway line will achieve the unusual distinction of being both eye-wateringly expensive—it is expected to cost almost £300m ($376m) per kilometre of track—and largely pointless.⁠
⁠
The line, which is due to be operating in the early 2030s, will now only slightly speed up journeys between London and Birmingham, two cities that are already well-connected.⁠
⁠
The project’s legacy should be to ensure that it is a one-off. Tap the link in our bio to discover three lessons that can be drawn from the fiasco.⁠
⁠
Photo: Vuk Valcic/Zuma/Eyevine",2024-02-16 21:01:04,"The list of the worlds biggest infrastructure snafus is long But Britain has an entry that will prove hard to beat

Its HighSpeed 2 railway line will achieve the unusual distinction of being both eyewateringly expensiveit is expected to cost almost 300m 376m per kilometre of trackand largely pointless

The line which is due to be operating in the early 2030s will now only slightly speed up journeys between London and Birmingham two cities that are already wellconnected

The projects legacy should be to ensure that it is a oneoff Tap the link in our bio to discover three lessons that can be drawn from the fiasco

Photo Vuk ValcicZumaEyevine"
"Alexei Navalny, who has died, was just an ordinary fellow. He was Everyman, every Russian; one of the hundreds of thousands whose voices were usually stifled and whose very existence the Kremlin ignored.⁠
⁠
When he made a speech, he didn’t fill it with literary quotes or references to history. He liked to sit down with people and talk about what worried them. He was no philosopher, just a jobbing lawyer, turned obsessive blogger, turned leading opponent of Vladimir Putin and his regime of crooks, thieves and murderers.⁠
⁠
He resisted everything they stood for: corruption, cronyism, greed, moral rot. For that opposition he knew he would be endlessly harassed, imprisoned and silenced—and possibly killed. But he was not afraid of death. ⁠
⁠
Click the link in our bio to read how the opposition leader resisted everything the regime stood for.⁠
⁠
Photo: AP",2024-02-16 18:50:18,"Alexei Navalny who has died was just an ordinary fellow He was Everyman every Russian one of the hundreds of thousands whose voices were usually stifled and whose very existence the Kremlin ignored

When he made a speech he didnt fill it with literary quotes or references to history He liked to sit down with people and talk about what worried them He was no philosopher just a jobbing lawyer turned obsessive blogger turned leading opponent of Vladimir Putin and his regime of crooks thieves and murderers

He resisted everything they stood for corruption cronyism greed moral rot For that opposition he knew he would be endlessly harassed imprisoned and silencedand possibly killed But he was not afraid of death 

Click the link in our bio to read how the opposition leader resisted everything the regime stood for

Photo AP"
"From “Grease” to “Breakfast at Tiffany’s”, Paramount Pictures has produced plenty of good romances during its 112-year history.⁠
⁠
Now the Hollywood studio is itself the subject of a courtship drama involving streaming rivals, private-equity buccaneers, a billionaire’s son and the owner of the Weather Channel. ⁠
⁠
The wooing of Paramount Global, the studio’s parent company, has begun because Shari Redstone, president of National Amusements, which has a controlling stake in the firm, appears ready to sell.⁠
⁠
Tap the link in our bio to learn why the battle to buy Paramount from the Redstones marks the fading of a Hollywood dynasty—and shows the sorry state of the entertainment industry.⁠
⁠
Image: Alamy",2024-02-16 18:01:40,"From Grease to Breakfast at Tiffanys Paramount Pictures has produced plenty of good romances during its 112year history

Now the Hollywood studio is itself the subject of a courtship drama involving streaming rivals privateequity buccaneers a billionaires son and the owner of the Weather Channel 

The wooing of Paramount Global the studios parent company has begun because Shari Redstone president of National Amusements which has a controlling stake in the firm appears ready to sell

Tap the link in our bio to learn why the battle to buy Paramount from the Redstones marks the fading of a Hollywood dynastyand shows the sorry state of the entertainment industry

Image Alamy"
"The UN Relief and Works Agency (UNRWA) was founded in 1949 to aid 700,000 Palestinian refugees displaced by the creation of Israel. Meant as a temporary fix, its mandate has been renewed every few years since. ⁠
⁠
This year it will turn 75—if it survives that long. Following allegations that its employees took part in Hamas’s October 7th attacks, some of its biggest donors have suspended funding.⁠
⁠
Some Israeli officials have wanted to shut down UNRWA for years. They have seized the moment to press their case. For its supporters, meanwhile, it is above reproach, a group of selfless humanitarians doing vital work. ⁠
⁠
As ever, life is more complicated than a morality play. Tap the link in our bio to discover why the continued existence of UNRWA is a problem—but not for the reasons its critics think.⁠
⁠
Photo: AFP",2024-02-16 16:01:10,"The UN Relief and Works Agency UNRWA was founded in 1949 to aid 700000 Palestinian refugees displaced by the creation of Israel Meant as a temporary fix its mandate has been renewed every few years since 

This year it will turn 75if it survives that long Following allegations that its employees took part in Hamass October 7th attacks some of its biggest donors have suspended funding

Some Israeli officials have wanted to shut down UNRWA for years They have seized the moment to press their case For its supporters meanwhile it is above reproach a group of selfless humanitarians doing vital work 

As ever life is more complicated than a morality play Tap the link in our bio to discover why the continued existence of UNRWA is a problembut not for the reasons its critics think

Photo AFP"
"Alexei Navalny has died, according to the Russian prison service.⁠
⁠
It said he fell ill after a walk and “lost consciousness almost immediately”. Mr Navalny’s associates have not yet confirmed his death. He was serving a 19-year sentence in a facility near the Arctic Circle, which is considered one of Russia’s harshest jails.⁠
⁠
In December, while in another prison east of Moscow, he disappeared from public view for three weeks. Conditions in that prison, where he had been held since 2021, amounted to torture.⁠
⁠
Throughout his political career, Russia’s leading opposition figure endured ignominy, imprisonment and poisoning. Tap the link in our bio to read about his reckless heroism.⁠
⁠
Illustration: @mich_tom",2024-02-16 14:35:11,"Alexei Navalny has died according to the Russian prison service

It said he fell ill after a walk and lost consciousness almost immediately Mr Navalnys associates have not yet confirmed his death He was serving a 19year sentence in a facility near the Arctic Circle which is considered one of Russias harshest jails

In December while in another prison east of Moscow he disappeared from public view for three weeks Conditions in that prison where he had been held since 2021 amounted to torture

Throughout his political career Russias leading opposition figure endured ignominy imprisonment and poisoning Tap the link in our bio to read about his reckless heroism

Illustration michtom"
