description,timestamp
"Protesters in Sri Lanka are calling for a new government to take control of the crisis-hit country after violent protests on Monday saw the country's prime minister resign and parliament dissolve.

Unprecedented shortages of food and fuel along with record inflation and blackouts have inflicted widespread misery in Sri Lanka’s most painful downturn since independence from Britain in 1948.

Find out more about what could happen next by clicking the link in bio.

#SriLanka #protest #economiccrisis",2022-05-11 12:27:28
"This is the final interview that the legendary Mexican journalist Margarito Martínez Esquivel gave before he was murdered.

He is one of at least nine journalists to have been killed already this year in Mexico.

Martínez’s work was important in exposing local corruption and now many living in Tijuana are worried that crimes won’t be reported on as their ""best journalist"" has been killed.

Last week, Luis Enrique Ramírez, a veteran journalist, was found dead in Sinaloa state. Ramírez had worked at some of the country's largest papers across a 40-year career.

Mexico is considered one of the world’s most dangerous countries for the press.

Journalists there say the media is ‘caught in crossfire’ between criminal gangs and the government.

You can watch the full film via the link in bio.

#Mexico #Journalism #MargaritoMartínezEsquivel #Martínez #Esquivel #Photographer #PhotoJournalism",2022-05-09 18:58:37
"Would you drive slower to save money?

With a global fuel shortage and cost of living crisis only worsening, saving money is a priority for many.

If you own a car, you might be surprised just how much money can be saved from cutting your speed and making small changes when behind the wheel.

Swipe for some simple tips on how to save money while you're driving.

#cars #motoring #vehicles #car #driving",2022-05-08 15:00:33
"""The bills of death"".

Those are the words written on a poster Krig Si Kaingang, from the Kaingang people in the state of Paraná, carried as she protested against a series of environmental bills in Brazil, which have been condemned by activists as a ""historic assault"" on the planet.

More than 200 different Indigenous ethnic groups gathered in the country’s capital of Brasília between 4-14 April to demonstrate against what they say is the ""anti-Indigenous"" and ""anti-environment"" agenda of Brazil's president, Jair Bolsonaro.

Activists fear these bills, which include green-lighting mining and other commercial activities on Indigenous lands, will exacerbate the already increasing destruction of the Amazon rainforest and hinder many Indigenous peoples from claiming their right to traditional lands.

The protests were part of the annual Free Land Camp, also known as Acampamento Terra Livre (ATL), which unites Brazil’s Indigenous groups in the ongoing fight to save their culture, territories and biodiversity.

Since Bolsonaro took office in 2019, vast stretches of the rainforest have been destroyed and traditional communities threatened.

At least 18 people were murdered in land conflicts in 2020.

Swipe to learn more - and click the link in bio to read our full piece on Brazil's Indigenous peoples fighting to defend the planet and their rights.

All photos courtesy of @rebecabinda + slide seven: Bruno Kelly/Reuters

#brazil #indigenous #protest #photogallery #environment",2022-05-07 15:00:24
"Warning: this video contains discussions about suicide.

Aged 39, Debi was surprised when she started experiencing menopausal symptoms: hot flushes, night sweats, brain fog – and worst of all, depression.

“I had to downgrade my entire life as I had no money, no motivation and no interest in being any different,” she says.

After six years of suffering, Debi was prescribed hormone replacement therapy (HRT), a medication used to alleviate symptoms caused by the menopause. Debi says that starting HRT was “life-saving” because it stopped all of her physical symptoms and is improving her mental health.

Menopause medication is growing in popularity with the number of prescriptions doubling in England over the past five years. In 2022, about 1 million women in the UK are using HRT to treat symptoms.

But now, Britain is experiencing an acute shortage of HRT with shortfalls being blamed on manufacturing and supply issues.

The Guardian revealed last month that shortages have been so severe that some women have been forced to travel hundreds of miles in search of HRT products. Debi, who experienced an HRT shortage in 2020, says she doesn’t blame women for swapping their prescriptions.

This is her story.

In the UK and Ireland, Samaritans can be contacted on 116 123 or email jo@samaritans.org or jo@samaritans.ie. In the US, the National Suicide Prevention Lifeline is 1-800-273-8255. In Australia, the crisis support service Lifeline is 13 11 14. Other international helplines can be found at www.befrienders.org.

#HRT #Menopause #WomenRights #HRTshortages #NHS #Health",2022-05-06 15:00:57
"What was your guess?

The oil giant Shell has reported a record quarterly profit of $9.1bn (£7.3bn) for the first three months of 2022.

That's almost three times the $3.2bn it made in the same quarter a year earlier, and 43% higher than in the last quarter of 2021 - and even more than analysts had forecast.

Now, the British government is facing growing pressure to implement a windfall tax on companies benefiting from soaring oil and gas prices – which could in turn be used on initiatives to reduce the burden of rising energy bills and the cost of living crisis.

In the UK, living standards are set to fall at their fastest rate since records began in the mid-1950s, with real household incomes falling by 2.2% this year, and energy and food prices increasing.

“I literally have to choose between food and heat and hot water. I’ve not felt so desperate in my lifetime,"" says Charlotte Littlefield, 47, a mother-of-four who relies on food banks.

So what is a windfall tax?

Governments typically use these one-off levies as a tax on companies receiving outsized profits as a result of factors beyond their control, like high energy prices.

Companies that get oil and gas from the Earth are now getting much more money than they were last year because the demand has increased, partly as society emerges from the pandemic, but also due to supply concerns following Russia's invasion of Ukraine.

How exactly would they work? Click the link in bio to learn more.

#costofliving #oil #gas #energy #news",2022-05-05 19:00:57
"In two months, Elina Tsybulchenko says she saw the sun twice.

Trapped inside a bunker in the Azovstal steel plant in Mariupol, Ukraine, under constant Russian shelling, the 54-year-old said ""they bombed like every second"".

""Dogs barked and children screamed,” she said. “But the hardest moment was when we were told our bunker would not survive a direct hit.
“We understood that it would just be a mass grave and no one could save us under fire,” she added. “It would be impossible to save us.""

Tsybulchenko, who used to work at the site doing quality control, sought shelter there after shelling destroyed her home. She is one more than 100 civilians who managed to escape during a brief ceasefire over the weekend, in an operation overseen by the UN and the Red Cross.

“You can’t imagine how scary it is when you sit in the shelter, in a wet and damp basement which is bouncing, shaking,” she said from Zaporizhzhia, about 230km north-west of Mariupol.

“We were praying to god that missiles fly over our shelter, because if it hit the shelter, all of us would be done.”

To read more personal accounts from evacuees in Ukraine click the link in bio.

#ukraine #azovstal #ukrainerussia #news",2022-05-04 18:34:12
"""I am angry, upset and determined,"" said Massachusetts Democratic senator @elizabethwarren in Washington, after joining a protest at the supreme court on Tuesday following the release of the draft opinion that would overturn the Roe v Wade ruling that enshrined the constitutional right to an abortion in America.

The previous presidential hopeful said: ‘The United States Congress can keep Roe v Wade the law of the land, they just need to do it,’ referring to the Women’s Health Protection Act, which fell down in the Senate in March because of lack of Republican support and one Democrat - Joe Manchin of West Virginia - opposing.

#womensrights #womenshealth #abortion #uspolitics #worldnews",2022-05-04 11:43:53
"An abomination, disgraceful and shocking.

That's how campaigners have described the truly seismic news that has broken in the US overnight: the leak of a draft majority opinion which appears to show that the supreme court has privately voted to overturn half a century of protection for abortion rights.

The leak, to the Politico website, was immediately the subject of intense textual and legal analysis by US journalists and experts trying to corroborate its authenticity. It would be the worst security breach in the court’s history.

But while caution is obviously the right approach on such a momentous issue, there was every sign – from the document’s formatting and footnotes to the distinctive tone of conservative author Justice Samuel Alito – that it is legitimate. There was no comment from the supreme court itself.

The court could still vote the other way. But if the end of Roe v Wade, the 1973 ruling which enshrined the constitutional right to an abortion, does happen, it would be news of generational significance for American women and a huge blow for supporters of reproductive rights around the world.

Swipe to read more about exactly which 26 states could ban abortions - and click the link in bio to read @guardian_us columnist Moira Donegan's article on whether America is still a free country.

Data via Guttmacher Institute

// #us #abortionrights #abortion #roevwade #humanrights",2022-05-03 16:24:17
"""We didn’t want to tell another story of poverty,"" says the founder of @chessinslums  @tundeonakoya_. ""We wanted to tell a new story of the children that live [in Makoko], not because of their background, but because of the potential that they wield.""

What do you think of when you think of chess?

For Nigerian chess master Tunde Onakoya the game is a ""great equaliser"". He has set up a charity called Chess in Slums Africa to empower young people from economically disadvantaged backgrounds in Lagos - and to change perceptions.

Addressing the @youthhubafrica DARE conference in Abuja last September, Onakoya explained he had started teaching chess to kids in the Makoko slum in Lagos, along with providing arithmetic lessons and scholarship opportunities, to give them ""the required education and skills that they need to create the future that they desire for themselves"".

Widespread poverty has meant education is often not a priority for children in Makoko - an issue that has only been made worse by economic hardship caused by Covid, rising food prices and a lack of government support.

But the programme, which started last February, has taught over 200 children and transformed the lives of many students. In March, chess master and president of the @mitpics chess club Tyrone Davis III visited the project and offered to sponsor 13-year-old chess prodigy Benjamin’s education until university.

Chess in Slums Africa has now worked across Lagos, including teaching chess to homeless children living in the notoriously crime-ridden Oshodi underpass, and aims to train over 1 million children in the space of five years.

Swipe to find out more about how chess is changing lives in Lagos.

Photos courtesy of @sadaksouici and @dapshotit.events

#chess #nigeria #lagos #chessmaster #photogallery",2022-05-02 15:00:31
"For as long as photographer Jeffrey Conley can remember – he says he has felt most at peace outdoors – and has long described nature as his refuge and sanctuary.

Whether in the United States, Iceland, New Zealand or the Engadine in Switzerland, @jconleyphoto says he thrives on capturing both the delicate intimacy and subtlety of nature's woodlands as well as its massively expansive and powerful mountainous landscapes on camera.

His latest exhibition, Jeffrey Conley: Resonance at the @bildhalle in Zurich, features a series of black and white photographs evoking a sense of wonder for the natural world - which he says ultimately make us question why we don’t have more respect for the Earth. 

What do these images make you think about? 

#photography #nature #naturephotography #naturalworld #photograph #monochrome #landscape #landscapephotography #photography #nature #naturephotography #naturalworld #photograph #monochrome #landscape #landscapephotography",2022-05-01 15:00:36
"Would you like to see this introduced where you live?

The constitutional court in Italy has ruled that children in the country should be given the surnames of both parents.

The ruling overturns the tradition of automatically naming all newborns after their fathers, a practice the court said was “discriminatory and harmful to the identity” of the child.

Children should be given both parents’ surnames in the order they decide, unless they agree their children should take just one of them, the court added in a statement.

Any new legislation needs to be approved by parliament to implement the decision, but the family minister, Elena Bonetti, said on Facebook that the government would fully support parliament in this process, adding that parents should take equal responsibility for the upbringing of a child.

Pope Francis and Italy’s political leaders have expressed concerns about the impact of a declining birth rate on the country, with the cost of raising children seen as one of the factors.

Video courtesy of Boss Baby | DreamWorks Animation

#italy #children #babies #paternity #maternity #parenting #parents #surname #equality #family",2022-04-30 15:00:18
"“Because he’s black they just assumed ‘let’s pick him and put him in a deportation centre’.”

A mother has described how her 17-year-old black British son was found at an immigration detention centre after going missing while being treated for psychosis.

The boy – who is non-verbal – disappeared from a hospital in Kent where he had been sectioned under the Mental Health Act, on 7 April.

Two days later, he was arrested by British Transport Police (BTP) at London Euston station on suspicion of fare evasion, before being detained by Immigration Enforcement, despite being a British citizen who has never left the UK.

When the boy was returned to hospital, his clothes contained Home Office documents that incorrectly stated his name and date of birth, and recorded his nationality as Nigerian. On one document, seen by the Guardian, it states his removal from the UK was “imminent” as he'd failed to give “satisfactory or reliable answers”.

According to the BTP, “officers were unable to engage with the male or verify the details provided despite their efforts"". They added that the male provided a false name and date of birth, stating he was 20.

This week, a BTP commander told the boy's mother that when they searched the Kent address the boy had provided, they discovered a Nigerian family living there. She was told that officers gathered the boy was from a Nigerian background as he had the same accent as the residents. She contested this statement, describing her son’s accent, when he does rarely speak, as Mancunian and London.

This incident has sparked fierce criticism on social media with @ayocaesar, a contributing editor at Novara Media, tweeting that the ""details of this story are absolutely harrowing"".

A Home Office spokesperson said: “We rely on information provided by our policing partners when an individual is referred to Immigration Enforcement. In this case, the individual declared himself to BTP to be an adult male. Police nurses assessed him and raised no physical or mental health issues.” They added once his true identity had been established, he was returned into the care of mental health services.

BTP said they were reviewing the incident internally.",2022-04-29 14:36:57
"Warning: this post contains discussions about suicide.

“I just put my head on the table and said, ‘I'm trans’.”

This was how, aged 45, Anya* came out to her wife when she says she was at ""breaking point"".

For most of her life, Anya kept her gender identity a secret, which she believes is the result of attending conversion therapy - a practice that attempts to suppress or change a person’s sexual orientation or gender identity.

Every weekend from the age of 14 to 17, she was forced to go to conversion therapy under the supervision of her mother and the local priest – who hoped to make her “more boy-like” – instead, she says it destroyed her confidence.

""I wasn’t brave enough to be myself. Instead, I played a part, I played a lie.”

Only in 2020, when her wife sat her down over concerns over her mental health, did she open up.

Both sexuality and gender conversion therapy are legal and happening right now in the UK - and in many other countries around the world.

In 2018, the UK government promised to ban all forms of LGBT+ conversion therapy. But earlier this month, Boris Johnson announced the ban will only apply to sexuality conversion therapy and not gender.

This U-turn has prompted a backlash from some experts who warn of the damage that these practices have on the trans community.

Anya says: “We should have exactly the same rights as everybody else. And if it's abhorrent, for a gay man, and it's abhorrent for a lesbian woman, and it's abhorrent for a bisexual person, then it's abhorrent for a trans person.

“People need to understand that conversion therapy doesn’t work ...

""I don't want anyone to go through what I went through, it's not just the so-called therapy but it’s everything you have to deal with afterwards.""

Swipe to read about Anya’s experience.

In the UK and Ireland, Samaritans can be contacted on 116 123 or email jo@samaritans.org or jo@samaritans.ie. In the US, the National Suicide Prevention Lifeline is 1-800-273-8255. In Australia, the crisis support service Lifeline is 13 11 14. Other international helplines can be found at www.befrienders.org.

*Name has been changed.",2022-04-28 14:01:12
"Warning: this post includes discussion of alleged sexual misconduct

“I didn’t actually see him undo his trousers. What alerted me to the fact that he was exposing himself was the fact that he actually tapped me to turn around to look and I’ve seen and I’m like, ‘Oh, no, oh no, like, oh my God'.”

Isabel* was 19 when she says she was the victim of DJ Tim Westwood’s alleged predatory behaviour in 2010. He was 53 at the time.

She is one of multiple women who have accused the renowned ex-Radio 1 DJ of sexual misconduct and misusing his position in the music industry to take advantage of them.

Three women have accused Westwood of opportunistic and predatory sexual behaviour, while four others allege they were groped by him at events. The earliest alleged incident took place in 1992; the most recent in 2017. Westwood has strenuously denied all the allegations.

The women, who are all black and in their late teens or early 20s when they say the incidents happened, decided to tell their stories in the aftermath of anonymous allegations of inappropriate behaviour about Westwood circulating on social media in June 2020.

In a statement at the time, the DJ denied any wrongdoing, saying the claims online were fabricated, false and without foundation.

Speaking to the Guardian and BBC for a new joint investigation, Isabel said she wanted to pursue a career in music and that: “At that moment, he was the main gatekeeper for access to what I needed to do.”

She says she managed to give her demo CD to Westwood in a nightclub - and to her excitement he called her the next day and suggested meeting in London.

To read more about her experience - click the link in bio.

*Name has been changed.

#investigation #timwestwood #music #news",2022-04-27 18:46:35
"Warning: contains graphic images

This is the story of a war crime by one of the Syrian regime’s most notorious enforcers, branch 227 of the country's military intelligence service.

Newly released footage obtained by the Guardian shows the massacre, which was committed in the southern suburbs of Damascus in April 2013; groups of unarmed civilians were rounded up, blindfolded, handcuffed and marched towards an execution pit unaware they were about to be shot dead.

After a rookie militiaman secretly watched the video of at least 41 people being brutally killed, he knew he had to get the horrific images to the outside world.

Click the link in bio to read about how exactly two academics hunted down a Syrian war criminal – and to watch our full video explainer with the Guardian's Martin Chulov on why only now have we been able to publish this footage.

#syria #damascus #tadamon #warcrimes #assad #syriawar",2022-04-27 14:12:59
"‘It takes a village to raise a child, but who raises the village?’

When Sunita Ghosh Dastidar's parents came to the north-east of England they were at one point homeless.

Now, as a first-time filmmaker, Sunita reflects on her upbringing in Middlesbrough and the things that helped her get ahead, and explores who is helping families gain the same opportunities today.

This is the latest episode of our collaborative series Made in Britain, a community-based video journalism project, supported by the Joseph Rowntree Foundation and Paul Hamlyn Foundation, that looks at the challenges faced in the wake of the coronavirus pandemic.

The aim is to put individuals who are typically under-represented in the media in front and behind the camera.

You can watch the full film via the link in bio.

#madeinbritain #middlesbrough #videojournalism",2022-04-26 15:01:22
"“Boris Johnson’s cheerleaders have resorted to spreading desperate, perverted smears in their doomed attempts to save his skin. They know exactly what they are doing. The lies they are telling.”

Labour's deputy leader Angela Rayner has hit out at the “sexism and misogyny” in politics after a newspaper reported that she crosses and uncrosses her legs during prime minister’s questions to distract Boris Johnson.

The Mail on Sunday reported that unnamed senior Tories had “mischievously” suggested that the Labour deputy leader deploys what it called “a fully clothed parliamentary equivalent of Sharon Stone’s infamous scene in the 1992 film Basic Instinct"".

In the movie, Stone - who plays a violent psychopathic killer - briefly flashes a police detective during an interrogation.

Cabinet ministers including Johnson himself, and scores of MPs condemned the Mail on Sunday report, which the chair of the House of Commons women and equalities committee, Caroline Nokes, a Conservative, called a “dirty little story”.

The Mail on Sunday piece quoted a Tory MP saying: “She knows she can’t compete with Boris’s Oxford Union debating training, but she has other skills which he lacks ...""

It also contrasted Rayner’s background, as a former care worker who left school at 16, with that of the Old Etonian prime minister. Rayner is widely regarded as performing strongly when she stands in for the Labour leader, Keir Starmer, against the PM.

In a series of furious tweets on Sunday, Rayner hit back against the anonymous briefing, saying: “I stand accused of a ‘ploy’ to ‘distract’ the helpless PM – by being a woman, having legs and wearing clothes ... I am conspiring to “put him off his stride.""

""The potted biography is given - my comprehensive education, my experience as a care worker, my family, my class, my background. The implication is clear.

""But it is the PM who is dragging the Conservative Party into the sewer - and the anonymous Tory MPs doing his bidding are complicit ...""

Johnson tweeted on Sunday: “As much as I disagree with Angela Rayner on almost every political issue I respect her as a parliamentarian and deplore the misogyny directed at her anonymously today.”",2022-04-25 15:03:48
"Celebrating bodies and 'all their jiggles, ripples and folds', the portrait on the cover of this gallery by @leahnashphoto and @christopheronstott is one of the winners of the global @life_framer photography prize.

The untitled photo, which won The Human Body category, was created
in collaboration with @bodyhomefatdancepdx - 'a fat-celebrating dance troupe', whose goal, according to Nash and Onstott, is to 'inspire joyful movement, fat liberation … while honouring unique abilities and challenges with compassion.'

Swipe to see more striking images from amateur, emerging and professional artists across the world.

Photos:
2. Second Prize: World Travellers — An Intha fisherman paddles his boat on Inle lake, Shan state, Myanmar by @martin_puddy_photography
3. Winner: Youthhood — The First Lesson by @roberthaft
4. Runner-up: The Face of the Earth — A man stands under a dragon blood tree in Socotra, Yemen, 2020 by @guillaumepetermann
5. Winner: Humans of The World — A group of upper-class Senegalese ladies watch a Laamb fight near Dakar by @dpgasch
6. Runner-up: Animal Kingdom — Be Here Bison by @alicezilberberg
7. Runner-up: Youthhood — Rush of Blood by @amaanaliphotography. A young boy fights a wildfire near his home in the village of Yamuna Ghat near the centre of Delhi, India
8. Runner-up: The Human Body — The Hug Room by @max_cavallari. A plastic tent in a nursing home in northern Italy allows relatives to embrace during the pandemic.
9. Winner: Street Life — Wangsimni to Jamsil by @arguspaul
10. Winner: Colours — a safari excursion in Kenya and Tanzania by @colbyblount

The winning images - all courtesy of @life_framer - are on display at @mmxgallery in London until 30 April - and you can click the link in the bio to see more.

#photography #portraitphotography #photogallery #lifeframer #photoexhibition #visualarts #contemporaryphotography #amateurphotography #professionalphotography",2022-04-24 15:01:06
"How about this for innovation?

In what they claim is a world first, researchers have developed chopsticks that artificially create the taste of salt. 

The team behind the device hopes the utensils will find an especially receptive audience in Japan, where the traditional diet tends to be high in sodium due to the use of ingredients such as miso and soy sauce.

The average Japanese adult consumes about 10 grams of salt a day, double the amount recommended by the World Health Organization.

Homei Miyashita, a professor at Meiji University in Tokyo, whose laboratory helped to develop the device said they plan to refine the prototype and hope to make the chopsticks available to consumers next year. 

#salt #sodium #japan #chopsticks #miso #soysauce #japanesefood #japanesecooking #healthyeating #innovation #science",2022-04-23 21:12:17
"What does Earth Day mean to you?

For many climate campaigners, it’s not a day to celebrate, but to ""rise up"" and call out governments and companies who they say are putting ""profit before people"".

Ugandan activist, Vanessa Nakate says: ""I think we should be protesting against the inaction of leaders and against empty promises.

""Many times on such days we see leaders coming out and speaking about what they're going to do about what they think about the planet. But these promises never match with action. So we need to mind the gap between their words and their actions.""

@vanessanakate1 is one of many campaigners using Earth Day to help raise awareness about a massive oil project in east Africa – and the dangers it could pose to the environment.

Swipe to learn more – and tap the link in bio for our full report.

#Earthday #Riseupmovement #EarthDayRiseupmovement",2022-04-22 19:16:10
"Today is Earth Day.

It is a global event devoted to recognising the importance of climate action and protecting the environment that has been held since 1970.

This year's theme is 'Invest in Our Planet'. “This is the moment to change it all – the business climate, the political climate, and how we take action on climate. Now is the time for the unstoppable courage to preserve and protect our health, our families, our livelihoods,"" the Earth Day website says.

The above images show how the same spot in Santiago, Chile changed dramatically in just six years. As a punishing, record-breaking drought enters its 13th year, the country has taken the unprecedented decision to ration water for the capital - a city of nearly six million.

“A city can’t live without water,” Claudio Orrego, the governor of the Santiago metropolitan region, said in a press conference last week.

“This is the first time Santiago [in its 491-year history] has a water rationing plan due to the severity of climate change,” Orrego added. “It’s important for citizens to understand that climate change is here to stay. It’s not just global, it’s local.”

The Aculeo Lake, which was for decades one of the main tourist attractions of Santiago's surroundings, has disappeared due to a drought and overconsumption of water.

The government estimates that the country’s water availability has dropped 10% to 37% over the last 30 years and could drop another 50% in northern and central Chile by 2060.

This comes as climate scientists gave what is in effect their final warning for governments on the climate before it is too late. This year's Intergovernmental Panel on Climate Change (IPCC) states the world can still hope to stave off the worst ravages of climate breakdown but only through a “now or never” dash to a low-carbon economy and society.

Will you be doing anything to mark Earth Day?

#EarthDay #EarthDay2022 #climate #climateaction #climatecrisis",2022-04-22 15:00:28
"How would you describe this photograph?

The jury of the World Press Photo of the Year contest says it is “an image that sears itself into your memory, it inspires a kind of sensory reaction.""

Taken by @photobracken in June 2021, it shows red dresses hung on crosses along a roadside in Canada to commemorate the children who died at the Kamloops Indian residential school in British Colombia.

The institution was part of a cross-Canada network of residential schools created to forcibly assimilate Indigenous children by removing them from their homes and communities, and forbidding them from speaking their native languages or performing cultural practices.

Survivor testimony made it clear that sexual, emotional and physical abuse was rife at the schools. Thousands died of disease, neglect and suicide; many were never returned to their families.

At least 150,000 children attended such schools in what a historic 2015 Truth and Reconciliation Commission described as a “cultural genocide” targeting Canada’s Indigenous people.

To find out more about the story behind this @worldpressphoto image, swipe across.

#pressphotography #worldpressphotoawards #worldpressphotographyawards #photoaward #canada #indigenous #indigenouspeople #indigenousrights #native #culturalgenocide",2022-04-21 15:20:56
"'I have nothing left', says Zinaida as she looks on at her home of 37 years, totally decimated.

She lives in Borodianka, Ukraine - one of many towns ravaged during the Russian invasion. Our foreign correspondent Luke Harding travelled there, as well as to Bucha and Hostomel - two other 'garden towns' near the capital Kyiv - to speak to residents about their experiences - and what they have left.

Follow the link in bio to watch the full film inside Ukraine’s suburban horror.

#ukraine #russia #Borodianka #Bucha #Hostomel

Video: @katyaochagavia + @katieyes + @marinashupac + @olesiapitarda + @v.yurch",2022-04-20 15:03:24
"""Losing someone you love is awful under any circumstances, but losing someone under circumstances you know could have been prevented is unthinkable.""

When Fran Hall was invited to meet the UK prime minister last year as part of the Covid-19 Bereaved Families for Justice support group, she spoke about her husband Steve, who died of Covid the day before his 66th birthday on 18 October 2020.

""I’ve told my story to so many, and it’s so shocking it never fails to affect people, but I could see no flicker of compassion or hurt behind Boris Johnson’s eyes,"" said Hall - a former funeral director and CEO of the Good Funeral Guide.

""Finally, we know he was breaking his own social-distancing rules, but I’m not surprised. If he were a decent man he would have resigned a long time ago ...""

Swipe to read more of the open letter that Hall wrote in response to the news that both the PM and chancellor Rishi Sunak were fined by police for breaking their own lockdown rules - and click the link in bio to follow our live blog on the latest developments.

#covid19 #Partygate #BorisJohnson #RishiSunak #Covid #pandemic #lockdown",2022-04-19 15:00:49
"Would you consider putting your pet on a vegan diet? 

According to a new research, they are healthier and safer for dogs than conventional meat-based diets, as long as they are nutritionally complete.

More than 2,500 dogs were followed over a year with their owners completing surveys for the study, which has been labelled as the 'largest' of its kind to date.

According to the peer-reviewed analysis vegan dogs visited the vet less often and required fewer medications.

Almost half the dogs fed conventional meat-based diets required non-routine medication but only a third of the dogs fed vegan diets did so.

Prof Andrew Knight, at the University of Winchester, UK, who led the study said: “It revealed that the healthiest and least hazardous dietary choices for dogs are nutritionally sound vegan diets.""

But Knight did add that further research is needed to confirm the findings.

“The key limitation of our study is that we didn’t have a population of animals locked up in a research facility and fed one specific diet without any alteration ... we studied what real dogs in normal homes ate and their health outcomes. It gives us a good indication as to what the outcomes are for dogs in the real world.”

An increasing number of pet owners are considering changing their animal's diets because of the damaging impact of overconsumption of meat on the environment, as well as rising concerns over how farm animals are treated. About $9bn (£6.9bn) of vegan pet food was sold worldwide in 2020 and the sector is growing fast.

Justine Shotton, the president of the British Veterinary Association, added that: “There is a lot of ongoing research in the field of vegan dog diets and this paper adds to the body of evidence supporting its benefits. However, there is currently a lack of robust data mapping the health consequences of feeding a vegan diet to a large number of dogs over many years.”

“Although we would not recommend it, it is theoretically possible to feed a dog a vegetarian diet, but owners would need to take expert veterinary advice to avoid dietary deficiencies and associated disease.""

#vegan #dogfood #animalwelfare #pets #dogs",2022-04-18 15:00:18
"Are you listening?

This climate scientist fears not enough people are. Last week in Los Angeles, Peter Kalmus delivered a powerful speech on the catastrophic dangers of global heating – while he was chained to a JP Morgan Chase building; the company is funding the most new fossil fuel projects out of all the investment banks in the world.

“We've been trying to warn you guys for so many decades,"" Kalmus said before he was arrested during a demonstration that followed the release of the IPCC's latest major climate report.

“We love our careers, but a future for life on Earth is obviously more important,"" said Kalmus.

Click the link in bio to read his full opinion piece on why climate scientists are desperate - and are so ready to risk their jobs.

Kalmus is part of a group called Scientist Rebellion who were inspired by Extinction Rebellion’s campaigning efforts. They are made up of 1,200 scientists in 26 countries and are trying highlight the climate science they say world leaders are ignoring through protests like this.

#climatecrisis #climatechange #scientistrebellion #news",2022-04-17 12:35:45
"Warning: this story contains graphic descriptions of sexual violence.

Attacks on hospitals and healthcare workers.

Escalating strikes claiming the lives of civilians, including children, and reports of rape being used as a weapon of war.

A growing humanitarian crisis, with vast numbers forced to flee their homes.

These terrible scenes are witnessed not only in Ukraine, but in other wars across the globe that have largely slipped from the public’s attention.

According to a major report from Amnesty International and Human Rights Watch published last week 'ethnic cleansing' is currently taking place against the Tigrayan people in Ethiopia.

Africa's second most populous country has been the centre of a relentless conflict between federal troops and rebels in the northern Tigray region.

Last month, in a 'rare attempt to calculate the war-related death toll in a region that has been largely cut off from the outside world', researchers estimated as many as half a million people have died from the violence and hunger caused since the conflict began in November 2020.

What exactly is happening in the area? Swipe to learn more.

#Ethiopia #Tigray #conflict",2022-04-16 15:00:55
"The day Russian troops invaded Ukraine, 18-year-old Oleksandr Ivanov was shot in the forehead and 10 times in the chest while in the passenger seat of his grandmother’s car. 

Oleksandr, known as Sasha, did not have the life of an ordinary teenager. His mother, Sveta, was diagnosed with muscular dystrophy when Sasha was three. He had spent his life taking care of her, helping her dress, wash and go to the toilet.

Sasha had a natural love of learning, according to his family. From when he started to talk, he loved reciting poetry. At the age of seven he asked if he could learn to play the piano. Despite finishing music school with honours, he decided to study medicine so he could become a neurosurgeon to help cure his mother’s disease.

When they celebrated Christmas in Hostomel, near Kyiv, last year, the Ivanov family could not have imagined what 2022 would bring.

He was killed trying to help his grandparents. 

Read the full story of his family's ordeal via the link in bio.

#ukraine #hostomel #kyiv #ukrainewar",2022-04-15 15:01:52
"""From today ... anyone entering the UK illegally - as well as those who have arrived illegally since January 1st - may now be relocated to Rwanda.""

This is Boris Johnson's latest announcement. The British prime minister continued: ""The deal we have done is uncapped and Rwanda will have the capacity to resettle tens of thousands of people in the years ahead ...""

The UK government has been floating the prospect of offshore processing for asylum seekers for some time, but the assumption had been that people might be flown offshore (ie, to a country abroad) to have their claims for asylum in the UK processed, with those found to qualify eventually being allowed to return.

Under this plan, people would instead only be offered the chance to seek asylum in Rwanda. It will be a 'one-way ticket', as BBC’s home affairs editor Mark Easton said this morning.

Home secretary Priti Patel is currently in Rwanda signing the deal, and has said people resettled in Rwanda will be given support for up to five years, covering training, accommodation and healthcare, ""so they can resettle and thrive."" She claims the plan “fully complies with all international and national law”.

There were reports today that the plan would only apply to adult males. But the Home Office press release implies that any asylum seekers arriving in the UK on small boats could be sent to Rwanda.

The plan has sparked fierce criticism, with many describing it as 'evil' and 'inhumane'.

Ian Blackford, the Scottish National party’s Westminster leader, told BBC Radio 4’s Today programme: “It’s just chilling, absolutely chilling, to think that people who are coming here for a whole host of reasons – vulnerable people – are going to be taken all the way to Africa to be processed.

“This is not the mark of a civilised society. It’s evil. It just turns my stomach to see that our government acting in our name can behave in such a way, and I think a lot of people are going to be quite aghast.”

Swipe to see how some pubic figures have reacted online, and follow the link in bio to read why Omar, an asylum-seeker from Afghanistan, thinks this plan is not the answer.

#Rwanda #asylumseekers #PritiPatel #BorisJohnson",2022-04-14 19:11:19
