description,timestamp,cleaned_description
"Ending classes for the highest achievers does no favors to anyone. Read more in Rich Lowry’s piece, “The War on Gifted-and-Talented Programs”, linked in our bio.

______
#education #giftedandtalented #conservative #nycdoe",2021-10-12 23:03:39,"Ending classes for the highest achievers does no favors to anyone Read more in Rich Lowrys piece The War on GiftedandTalented Programs linked in our bio


education giftedandtalented conservative nycdoe"
"Attorney General Merrick Garland recently sent a memorandum to the FBI and U.S. Attorneys’ Offices directing them to investigate parents who are protesting school boards over issues the Biden administration supports, such as critical race theory and mask mandates. Can you imagine the outrage if a Republican administration had written directives on how to investigate people who were participating in “resist” meetings or the Black Lives Matter movement?⠀
⠀
Garland’s memorandum creates the impression that parents who are legally confronting school boards that enact masking policies for elementary-school children are in league with political extremists. It treats those who oppose curriculums that instruct kids to view fellow citizens solely through the prism of race, or teaches them that the United States is a fundamentally racist enterprise, as would-be violent radicals. ⠀
⠀
Read David Harsanyi’s piece, “The Biden Administration Is Trying to Intimidate Parents,” linked in our bio. ⠀
⠀
_________⠀
#crt #conservative #republican #criticalracetheory",2021-10-08 00:33:33,"Attorney General Merrick Garland recently sent a memorandum to the FBI and US Attorneys Offices directing them to investigate parents who are protesting school boards over issues the Biden administration supports such as critical race theory and mask mandates Can you imagine the outrage if a Republican administration had written directives on how to investigate people who were participating in resist meetings or the Black Lives Matter movement

Garlands memorandum creates the impression that parents who are legally confronting school boards that enact masking policies for elementaryschool children are in league with political extremists It treats those who oppose curriculums that instruct kids to view fellow citizens solely through the prism of race or teaches them that the United States is a fundamentally racist enterprise as wouldbe violent radicals 

Read David Harsanyis piece The Biden Administration Is Trying to Intimidate Parents linked in our bio 


crt conservative republican criticalracetheory"
"It’s been obvious for a long time that China has been preparing to take Taiwan by force and keep us from being able to do anything about it. Read more in Rich Lowry’s piece, “We Should Arm Taiwan to the Teeth”, linked in our bio.

_____
#china #taiwan #military #conservative",2021-10-05 23:36:32,"Its been obvious for a long time that China has been preparing to take Taiwan by force and keep us from being able to do anything about it Read more in Rich Lowrys piece We Should Arm Taiwan to the Teeth linked in our bio


china taiwan military conservative"
"Thousands of migrants cross the U.S.-Mexico border near Del Rio, Texas. Head to the link in our bio to view a slideshow of the border crisis in Texas.

_____
#bordercrisis #migrants #texas",2021-09-30 21:13:11,"Thousands of migrants cross the USMexico border near Del Rio Texas Head to the link in our bio to view a slideshow of the border crisis in Texas


bordercrisis migrants texas"
"Biden's proposal would turn all financial accounts into open books for the IRS. Read more about the proposal in Daniel J. Pilla’s piece, “Biden’s Tax Plan Calls for Indiscriminate Spying”, linked in our bio.

_____
#joebiden #progressives #fiscalpolicy #conservative",2021-09-27 23:52:41,"Bidens proposal would turn all financial accounts into open books for the IRS Read more about the proposal in Daniel J Pillas piece Bidens Tax Plan Calls for Indiscriminate Spying linked in our bio


joebiden progressives fiscalpolicy conservative"
"$3.5 trillion is a staggering sum of money on its own — and it’s not even the full cost of Democrats’ American Families Plan. ⠀
When you add to the $3.5 trillion the $550 billion in new infrastructure spending Democrats have also proposed and the $1.9 trillion they already spent on COVID relief in January, the per-household cost rises to $46,321.17. ⠀
⠀
Read Dan McLaughlin’s analysis, “Actually, $3.5 Trillion Is a Lot of Money,” linked in our bio.⠀
________⠀
#conservative #republican #congress",2021-09-25 00:30:59,"35 trillion is a staggering sum of money on its own  and its not even the full cost of Democrats American Families Plan 
When you add to the 35 trillion the 550 billion in new infrastructure spending Democrats have also proposed and the 19 trillion they already spent on COVID relief in January the perhousehold cost rises to 4632117 

Read Dan McLaughlins analysis Actually 35 Trillion Is a Lot of Money linked in our bio

conservative republican congress"
"The Trump team was aware of the potential of a surge of Haitian migrants running out of control and made it a priority to keep it from happening. Biden did no such thing. Check out Rich Lowry’s latest piece, “Why Trump Didn’t Have a Haitian-Migrant Crisis”, linked in our bio.

_____
#bordercrisis #migrants #joebiden #trump",2021-09-22 23:53:28,"The Trump team was aware of the potential of a surge of Haitian migrants running out of control and made it a priority to keep it from happening Biden did no such thing Check out Rich Lowrys latest piece Why Trump Didnt Have a HaitianMigrant Crisis linked in our bio


bordercrisis migrants joebiden trump"
"Where did this sense come from that your status as a victim, or membership in a particular group, can be invoked as a defense for bad behavior? It certainly didn’t come from Americans who believe everyone should be seen and judged as an individual.⠀
No, it has been the cultural, political, academic, business and media elites – who almost entirely identify themselves with somewhere on the left side of the political spectrum – who created the sense that being a victim of some sort of past injustice functions as a get-out-of-consequences-free-now card.⠀
⠀
Check out Jim Geraghty’s piece, “Who Created the Incentive to Play the Victim?”, linked in our bio. ⠀
___________⠀
#conservative #republican #woke #cancelculture",2021-09-21 00:08:37,"Where did this sense come from that your status as a victim or membership in a particular group can be invoked as a defense for bad behavior It certainly didnt come from Americans who believe everyone should be seen and judged as an individual
No it has been the cultural political academic business and media elites  who almost entirely identify themselves with somewhere on the left side of the political spectrum  who created the sense that being a victim of some sort of past injustice functions as a getoutofconsequencesfreenow card

Check out Jim Geraghtys piece Who Created the Incentive to Play the Victim linked in our bio 

conservative republican woke cancelculture"
"Gun-control laws are just another way of fighting the culture wars. Check out Kevin D. Williamson’s piece, “Gun-Control Laws Aren’t about Preventing Crimes”, linked in our bio.

______
#guncontrol #secondamendment #conservative",2021-09-17 00:47:30,"Guncontrol laws are just another way of fighting the culture wars Check out Kevin D Williamsons piece GunControl Laws Arent about Preventing Crimes linked in our bio


guncontrol secondamendment conservative"
"A veteran, Jean Marie Thrower, is desperately trying to get Afghan allies out of the country and shares hellacious accounts. In the past few weeks the Taliban has found and executed Christians in Afghanistan with stunning speed, beheaded Afghan soldiers and their relatives, and has started trapping Afghans wanting to flee the country by posing as American officials. ⠀
⠀
Read Jim Geraghty’s piece, “The Taliban ‘Cut Off the Heads of Two Boys Who Were Nine and Ten’”, linked in our bio.⠀
_______⠀
#afghanistan #conservative #republican #veteran",2021-09-16 01:00:11,"A veteran Jean Marie Thrower is desperately trying to get Afghan allies out of the country and shares hellacious accounts In the past few weeks the Taliban has found and executed Christians in Afghanistan with stunning speed beheaded Afghan soldiers and their relatives and has started trapping Afghans wanting to flee the country by posing as American officials 

Read Jim Geraghtys piece The Taliban Cut Off the Heads of Two Boys Who Were Nine and Ten linked in our bio

afghanistan conservative republican veteran"
"Having promised and failed to ‘shut down the virus, not the country,’ he’s now claiming extraordinary powers that aren’t rightfully his. Check out Charles C. W. Cooke’s piece, “Biden Is Stuck in a Bind of His Own Making”, linked in our bio.

_____
#joebiden #covid19 #conservative",2021-09-10 22:09:46,"Having promised and failed to shut down the virus not the country hes now claiming extraordinary powers that arent rightfully his Check out Charles C W Cookes piece Biden Is Stuck in a Bind of His Own Making linked in our bio


joebiden covid19 conservative"
"Ever since the onset of COVID-19, we have more or less been living under an illusion. That illusion was that it would reach some sort of natural endpoint — a point at which the pandemic would be declared “over,” and we could all more or less go back to normal. ⠀
If the virus continues to adapt and people need to get booster shots every six months or so, it seems there’s a good chance that the coronavirus will continue to spread for a very long time. So the question is how we, as individuals, and society as a whole, should adapt to this reality. Instead of thinking in terms of policies that may be tolerable for a very short period of time, it’s time to consider what would happen if such policies had to continue forever.⠀
⠀
Check out Philip Klein’s piece, “If COVID Is Forever, Is This What You Want the Rest of Your Life to Look Like?”, linked in our bio.⠀
_________⠀
#conservative #republican #covid19",2021-09-10 00:58:06,"Ever since the onset of COVID19 we have more or less been living under an illusion That illusion was that it would reach some sort of natural endpoint  a point at which the pandemic would be declared over and we could all more or less go back to normal 
If the virus continues to adapt and people need to get booster shots every six months or so it seems theres a good chance that the coronavirus will continue to spread for a very long time So the question is how we as individuals and society as a whole should adapt to this reality Instead of thinking in terms of policies that may be tolerable for a very short period of time its time to consider what would happen if such policies had to continue forever

Check out Philip Kleins piece If COVID Is Forever Is This What You Want the Rest of Your Life to Look Like linked in our bio

conservative republican covid19"
"The political class that has dreamed up and enforced restrictions has been largely insulated from the consequences. Read more in Gideon Rozner’s latest piece, “Australians Are Suffering from Excessive COVID Lockdowns”, linked in our bio.

_____
#coronavirus #australia #lockdowns #progressives",2021-09-07 20:08:16,"The political class that has dreamed up and enforced restrictions has been largely insulated from the consequences Read more in Gideon Rozners latest piece Australians Are Suffering from Excessive COVID Lockdowns linked in our bio


coronavirus australia lockdowns progressives"
"Hurricane Ida made landfall in Louisiana, and its remnants swept across to the Northeast, causing damage and mass flooding. View a slideshow of the hurricane’s impact linked in our bio.
______
#hurricaneida #ida #conservative",2021-09-04 00:39:47,"Hurricane Ida made landfall in Louisiana and its remnants swept across to the Northeast causing damage and mass flooding View a slideshow of the hurricanes impact linked in our bio

hurricaneida ida conservative"
"The Taliban’s capture of U.S. military equipment in Afghanistan today is far worse than what resulted from our 1980s proxy war with the Soviets. Check out Dominic Pino’s latest piece, “The Taliban’s Capture of U.S. Military Gear Is Not an ’80s Rerun”, linked in our bio.

____
#afghanistan #taliban #joebiden #military",2021-08-31 20:55:33,"The Talibans capture of US military equipment in Afghanistan today is far worse than what resulted from our 1980s proxy war with the Soviets Check out Dominic Pinos latest piece The Talibans Capture of US Military Gear Is Not an 80s Rerun linked in our bio


afghanistan taliban joebiden military"
"After all the brave assurances about getting everyone out, Biden implicitly acknowledged yesterday that it isn’t going to happen. We’ve been dependent on the Taliban the last two weeks, and the Biden plan is to become even more dependent on them after August 31. His approach joins fecklessness with dishonor, and we may yet pay an even steeper price for it.⠀
⠀
Read the latest editorial, “Afghanistan Nightmare Gets Worse”, linked in our bio.⠀
_________⠀
#afghanistan #military #republican #taliban",2021-08-28 00:31:07,"After all the brave assurances about getting everyone out Biden implicitly acknowledged yesterday that it isnt going to happen Weve been dependent on the Taliban the last two weeks and the Biden plan is to become even more dependent on them after August 31 His approach joins fecklessness with dishonor and we may yet pay an even steeper price for it

Read the latest editorial Afghanistan Nightmare Gets Worse linked in our bio

afghanistan military republican taliban"
"Joe Biden is afraid of offending the Taliban, the group that controls the fate of his presidency. Check out Rich Lowry’s piece, “Joe Biden Has So Neutered Himself That He Can’t Even Criticize the Taliban”, linked in our bio.

_____
#afghanistan #taliban #kabul #joebiden",2021-08-23 19:53:44,"Joe Biden is afraid of offending the Taliban the group that controls the fate of his presidency Check out Rich Lowrys piece Joe Biden Has So Neutered Himself That He Cant Even Criticize the Taliban linked in our bio


afghanistan taliban kabul joebiden"
"The sitting president’s own words make clear that he had control over the details of this process, before botching it completely. Check out Charles C. W. Cooke’s piece, ""Biden Took Ownership of the Disastrous Afghanistan Withdrawal Months Ago”, linked in our bio.

____
#afghanistan #taliban #joebiden #military",2021-08-17 22:28:51,"The sitting presidents own words make clear that he had control over the details of this process before botching it completely Check out Charles C W Cookes piece Biden Took Ownership of the Disastrous Afghanistan Withdrawal Months Ago linked in our bio


afghanistan taliban joebiden military"
"Senator Ben Sasse writes: “Our troops didn’t lose this war. Politicians chose defeat. We never had to let the Taliban win, but a bipartisan doctrine of weakness has humiliated the world’s greatest superpower and handed Afghanistan to butchers.”⠀
⠀
Check out Senator Ben Sasse’s piece, “Worse Than Saigon,” linked in our bio.⠀
________⠀
#afghanistan #conservative #republican #military",2021-08-17 00:52:21,"Senator Ben Sasse writes Our troops didnt lose this war Politicians chose defeat We never had to let the Taliban win but a bipartisan doctrine of weakness has humiliated the worlds greatest superpower and handed Afghanistan to butchers

Check out Senator Ben Sasses piece Worse Than Saigon linked in our bio

afghanistan conservative republican military"
"The media-Democrat complex protected Andrew Cuomo from being held accountable for months because it had lionized him as the Anti-Trump. Once Trump was gone, Cuomo had outlived his usefulness.⠀
⠀
Check out Andrew C. McCarthy’s piece, “Governor Cuomo Resigns,” linked in our bio. ⠀
⠀
________�⠀
#cuomo #andrewcuomo #conservative #republican",2021-08-11 00:27:22,"The mediaDemocrat complex protected Andrew Cuomo from being held accountable for months because it had lionized him as the AntiTrump Once Trump was gone Cuomo had outlived his usefulness

Check out Andrew C McCarthys piece Governor Cuomo Resigns linked in our bio 


cuomo andrewcuomo conservative republican"
"When does COVID abnormalcy end? When we end it. Check out Michael Brendan Dougherty’s latest piece, “Ignoring Them Is the Only Way Out”, linked in our bio.

____
#covidlockdown #maskmandate #conservative #coronavirus",2021-08-06 19:13:51,"When does COVID abnormalcy end When we end it Check out Michael Brendan Doughertys latest piece Ignoring Them Is the Only Way Out linked in our bio


covidlockdown maskmandate conservative coronavirus"
"The United States has been dominating the 2020 Olympic Games, with 73 medals won so far. Check out our Tokyo Olympics Slideshow, linked in our bio!

Pictured:
1. Valarie Allman celebrates after winning gold in the women’s discus throw final at the Olympic Stadium in Tokyo, Japan.
2. Juvaughn Harrison in action during the men’s long jump final at the Olympic Stadium.
3. Sunisa Lee competes in the women’s uneven bar final at the Ariake Gymnastics Centre.
4. Ryan Murphy, Michael Andrew, Caeleb Dressel, and Zach Apple pose with their gold medals at the medal ceremony for the men’s 4x100-meter medley relay at the Tokyo Aquatics Centre.
_______
#olympics #tokyo2020 #teamusa",2021-08-04 00:39:48,"The United States has been dominating the 2020 Olympic Games with 73 medals won so far Check out our Tokyo Olympics Slideshow linked in our bio

Pictured
1 Valarie Allman celebrates after winning gold in the womens discus throw final at the Olympic Stadium in Tokyo Japan
2 Juvaughn Harrison in action during the mens long jump final at the Olympic Stadium
3 Sunisa Lee competes in the womens uneven bar final at the Ariake Gymnastics Centre
4 Ryan Murphy Michael Andrew Caeleb Dressel and Zach Apple pose with their gold medals at the medal ceremony for the mens 4x100meter medley relay at the Tokyo Aquatics Centre

olympics tokyo2020 teamusa"
"When it comes to the morality of the rule of law, we should never take lectures from those who coddle criminals. Check out Senator Tom Cotton’s latest op-ed, “The BLM Effect”, linked in our bio.

____
#blacklivesmatter #blm #conservative",2021-07-29 17:33:21,"When it comes to the morality of the rule of law we should never take lectures from those who coddle criminals Check out Senator Tom Cottons latest oped The BLM Effect linked in our bio


blacklivesmatter blm conservative"
"It’s a cliché that no battle plan survives contact with the enemy; Ibram X. Kendi’s premises are so deeply flawed that they can’t even survive contact with a mildly challenging progressive podcast host.⠀
⠀
Kendi, who has become an industry unto himself, famously contends that any policy that creates a racial inequity, no matter what the intentions, is racism. This is a sophomoric and indefensible view that Ezra Klein punctures with a series of “how is this supposed to work?” questions.⠀
⠀
Check out Rich Lowry’s analysis of the conversation, “The Incredible Lightness of Ibram X. Kendi’s ‘Anti-Racism’” linked in our bio. ⠀
⠀
________⠀
#conservative #republican #criticalracetheory #crt",2021-07-27 01:19:14,"Its a clich that no battle plan survives contact with the enemy Ibram X Kendis premises are so deeply flawed that they cant even survive contact with a mildly challenging progressive podcast host

Kendi who has become an industry unto himself famously contends that any policy that creates a racial inequity no matter what the intentions is racism This is a sophomoric and indefensible view that Ezra Klein punctures with a series of how is this supposed to work questions

Check out Rich Lowrys analysis of the conversation The Incredible Lightness of Ibram X Kendis AntiRacism linked in our bio 


conservative republican criticalracetheory crt"
"Extremely rich people have precisely no obligation to consider how you would use their property if you were in their position. Check out Charles C. W. Cooke’s piece, “Jeff Bezos and Richard Branson Owe You Nothing”, linked in our bio.

____
#jeffbezos #richardbranson #spaceexploration",2021-07-23 00:17:59,"Extremely rich people have precisely no obligation to consider how you would use their property if you were in their position Check out Charles C W Cookes piece Jeff Bezos and Richard Branson Owe You Nothing linked in our bio


jeffbezos richardbranson spaceexploration"
"Senator Tom Cotton writes: “In recent years, radical left-wing lawyers, many supported by billionaire George Soros, have won elected office across America. They have become district attorneys and state’s attorneys in many major American cities…In cities where they’ve taken office, progressive prosecutors coddle violent, career criminals, often agreeing to sweetheart deals and routinely circumventing three-strikes laws.” ⠀
⠀
Check out Senator Tom Cotton’s latest piece, “The Only Good Soros Prosecutor Is a Defeated Soros Prosecutor,” linked in our bio. ⠀
___________⠀
#conservative #republican #lawenforcement",2021-07-19 21:25:17,"Senator Tom Cotton writes In recent years radical leftwing lawyers many supported by billionaire George Soros have won elected office across America They have become district attorneys and states attorneys in many major American citiesIn cities where theyve taken office progressive prosecutors coddle violent career criminals often agreeing to sweetheart deals and routinely circumventing threestrikes laws 

Check out Senator Tom Cottons latest piece The Only Good Soros Prosecutor Is a Defeated Soros Prosecutor linked in our bio 

conservative republican lawenforcement"
"It is not “voter suppression,” racist, or a return of Jim Crow to implement popular, common-sense rules for the fair, orderly, and honest conduct of American elections, and the Democrats’ addiction to apocalyptic rhetoric on the topic is detached from reality and threatens to make Americans unduly mistrustful of their democratic system.⠀
⠀
Check out the latest editorial, “Joe Biden Talks Down Democracy”, linked in our bio.⠀
⠀
_______________⠀
#Conservative #Republicans #Votingrights",2021-07-15 21:36:19,"It is not voter suppression racist or a return of Jim Crow to implement popular commonsense rules for the fair orderly and honest conduct of American elections and the Democrats addiction to apocalyptic rhetoric on the topic is detached from reality and threatens to make Americans unduly mistrustful of their democratic system

Check out the latest editorial Joe Biden Talks Down Democracy linked in our bio


Conservative Republicans Votingrights"
"America’s progressives have long romanticized Cuba’s tyrannical regime, despite the anti-communism of Cubans themselves. The government’s failures are always blamed on the U.S. embargo, without which, supposedly, Cuba would be the one Marxist economy in the history of the world able to deliver plenty to its people. But actually, shortages are the result of the inefficiencies inherent to Cuba’s command-and-control economy. ⠀
⠀
There is a revolutionary movement afoot in Cuba, one that is courageous, inspiring, and — one hopes — truly democratic. It is the ordinary people of Cuba attempting to vindicate their rights against the Left’s favorite dictatorship.⠀
⠀
Check out Rich Lowry’s piece, “The Left’s Favorite Dictatorship Is under Siege,” linked in our bio. ⠀
___________⠀
#cuba #conservative #cubacrisis #cubalibre #republican",2021-07-13 20:51:31,"Americas progressives have long romanticized Cubas tyrannical regime despite the anticommunism of Cubans themselves The governments failures are always blamed on the US embargo without which supposedly Cuba would be the one Marxist economy in the history of the world able to deliver plenty to its people But actually shortages are the result of the inefficiencies inherent to Cubas commandandcontrol economy 

There is a revolutionary movement afoot in Cuba one that is courageous inspiring and  one hopes  truly democratic It is the ordinary people of Cuba attempting to vindicate their rights against the Lefts favorite dictatorship

Check out Rich Lowrys piece The Lefts Favorite Dictatorship Is under Siege linked in our bio 

cuba conservative cubacrisis cubalibre republican"
"President Biden has gotten his drawdown. Now, he may reap the whirlwind. Read more about the U.S. withdrawal from Afghanistan in Rich Lowry's latest piece, “Joe Biden’s Afghan Withdrawal Folly”, linked in our bio. ⠀
⠀
⠀
________________⠀
#Biden #Afghanistan #Conservative",2021-07-10 00:00:09,"President Biden has gotten his drawdown Now he may reap the whirlwind Read more about the US withdrawal from Afghanistan in Rich Lowrys latest piece Joe Bidens Afghan Withdrawal Folly linked in our bio 



Biden Afghanistan Conservative"
"Kamala Harris can’t fix her office, much less the border. The vice president has become a comic figure in today’s Washington — a politician given to missteps and unforced errors who inspires neither loyalty nor trust within her inner circle. She might have been Biden’s safest pick for running mate. But now she’s a liability for both the president and the Democratic Party.⠀⠀
⠀⠀
Check out Matthew Continetti’s piece, “The Veep from Veep”, linked in our bio.⠀⠀
_________⠀
#KamalaHarris #conservative #republican",2021-07-06 19:35:51,"Kamala Harris cant fix her office much less the border The vice president has become a comic figure in todays Washington  a politician given to missteps and unforced errors who inspires neither loyalty nor trust within her inner circle She might have been Bidens safest pick for running mate But now shes a liability for both the president and the Democratic Party

Check out Matthew Continettis piece The Veep from Veep linked in our bio

KamalaHarris conservative republican"
"We are told that we can ‘be whatever we want to be’ and we are told to make our own identities, hopefully advantageous ones. Most leading progressives accept the testimonies of people who claim different or entirely novel sexual identities, because the experience of desire or discomfort is held to be somehow internal, and so the public testimonies about private feelings should be trusted by default.⠀
⠀
Yet despite being invited to create meaning for ourselves, we find that nobody is obliged to recognize what we see in ourselves. Nor do we live up to our own self-image, at least not in a satisfying way.⠀
⠀
Read Michael Brendan Dougherty’s piece, “The Trap underneath Identity Politics,” at the link in our bio.⠀
⠀
_________________⠀
#identitypolitics  #progressives #conservative #republicans",2021-06-30 23:08:16,"We are told that we can be whatever we want to be and we are told to make our own identities hopefully advantageous ones Most leading progressives accept the testimonies of people who claim different or entirely novel sexual identities because the experience of desire or discomfort is held to be somehow internal and so the public testimonies about private feelings should be trusted by default

Yet despite being invited to create meaning for ourselves we find that nobody is obliged to recognize what we see in ourselves Nor do we live up to our own selfimage at least not in a satisfying way

Read Michael Brendan Doughertys piece The Trap underneath Identity Politics at the link in our bio


identitypolitics  progressives conservative republicans"
"Tucker Carlson says a “whistleblower” in the NSA tipped him off that the NSA was planning to leak emails to get him off the air over a story he’s working on. Sounds rather fantastical, and we’ve seen no evidence or corroboration of the accusation. But thanks to the intelligence community’s appalling conduct for years, we can’t dismiss it out of hand. ⠀
⠀
Check out David Harsanyi’s piece, “Tucker Carlson Says the NSA Is Spying on Him. Sadly, It’s Plausible,” linked in our bio. ⠀
___________⠀
#tuckercarlson #conservative #republican",2021-06-30 01:03:17,"Tucker Carlson says a whistleblower in the NSA tipped him off that the NSA was planning to leak emails to get him off the air over a story hes working on Sounds rather fantastical and weve seen no evidence or corroboration of the accusation But thanks to the intelligence communitys appalling conduct for years we cant dismiss it out of hand 

Check out David Harsanyis piece Tucker Carlson Says the NSA Is Spying on Him Sadly Its Plausible linked in our bio 

tuckercarlson conservative republican"
"Three tiers: essential, inessential, and expendable.⠀
⠀
""If today’s Marxists had any creativity or any tolerance for being among working-class and poor people, they might use this 'inessential' title for a little workers’ revolution. But for good and ill, all the Marxists are inessential workers, too.""⠀
⠀
Read Michael Brendan Dougherty's piece, ""Our Cruel COVID Class System,"" at the link in our bio.⠀
⠀
⠀
______⠀
#covid-19 #coronavirus #marxist #nationalreview #covidlockdowns",2021-06-28 19:56:06,"Three tiers essential inessential and expendable

If todays Marxists had any creativity or any tolerance for being among workingclass and poor people they might use this inessential title for a little workers revolution But for good and ill all the Marxists are inessential workers too

Read Michael Brendan Doughertys piece Our Cruel COVID Class System at the link in our bio



covid19 coronavirus marxist nationalreview covidlockdowns"
"Biden’s NASA team has indicated that they would rather focus on “landing the first woman and first person of color on the Moon,” than on landing the first human being — regardless of sex or race — on Mars or even just going back to the Moon.⠀
⠀
Woke bureaucrats inside of NASA are using Biden’s election as an excuse to prioritize complying with woke dogma over launching spacecraft. In a business such as human spaceflight, abandoning meritocracy in favor of identity politics is bound to reduce safety and the ability to accomplish missions, risking the wellbeing of the entire crew.⠀
⠀
Check out Andrew Follett’s piece, “Biden’s Final Frontier for NASA Is Identity Politics,” linked in our bio. ⠀
______⠀
#nasa #conservative #republican #identitypolitics",2021-06-23 01:11:55,"Bidens NASA team has indicated that they would rather focus on landing the first woman and first person of color on the Moon than on landing the first human being  regardless of sex or race  on Mars or even just going back to the Moon

Woke bureaucrats inside of NASA are using Bidens election as an excuse to prioritize complying with woke dogma over launching spacecraft In a business such as human spaceflight abandoning meritocracy in favor of identity politics is bound to reduce safety and the ability to accomplish missions risking the wellbeing of the entire crew

Check out Andrew Folletts piece Bidens Final Frontier for NASA Is Identity Politics linked in our bio 

nasa conservative republican identitypolitics"
"The media’s latest explanation of why workers are staying home is astounding. Read more about the disconnect between journalists and the average American in Charles C. W. Cooke’s piece, “Have Journalists Ever Met the People They Write About?”, linked in our bio.

____
#media #journalists #conservative",2021-06-17 20:49:03,"The medias latest explanation of why workers are staying home is astounding Read more about the disconnect between journalists and the average American in Charles C W Cookes piece Have Journalists Ever Met the People They Write About linked in our bio


media journalists conservative"
"Last week, the actor Tom Hanks responded to calls for a more robust accounting of America’s racial history by penning a piece in the “New York Times”, about the 1921 Tulsa Race Massacre. “History was mostly written by white people about white people like me, while the history of Black people — including the horrors of Tulsa — was too often left out,” Hanks said. 

Yesterday, writing for NPR, Eric Deggans explained that what Hanks had written in the Times was “not enough.”

Read Charles C. W. Cooke’s piece “This is Your Brain on Critical Race Theory”, at the link in our bio.

#criticalracetheory #tomhanks #woke #tulsamassacre",2021-06-15 19:02:03,"Last week the actor Tom Hanks responded to calls for a more robust accounting of Americas racial history by penning a piece in the New York Times about the 1921 Tulsa Race Massacre History was mostly written by white people about white people like me while the history of Black people  including the horrors of Tulsa  was too often left out Hanks said 

Yesterday writing for NPR Eric Deggans explained that what Hanks had written in the Times was not enough

Read Charles C W Cookes piece This is Your Brain on Critical Race Theory at the link in our bio

criticalracetheory tomhanks woke tulsamassacre"
"The bill the Senate just passed gives Beijing carte blanche to continue exploiting the openness of America’s capital markets. Read more in Senator Marco Rubio’s latest op-ed, “The Senate’s Missed Opportunity to Counter China”, linked in our bio.

____
#chinesecommunistparty #china #conservative #capitalism",2021-06-10 23:11:24,"The bill the Senate just passed gives Beijing carte blanche to continue exploiting the openness of Americas capital markets Read more in Senator Marco Rubios latest oped The Senates Missed Opportunity to Counter China linked in our bio


chinesecommunistparty china conservative capitalism"
"It was totally reasonable in the early days of the pandemic — when people thought the case-fatality rate could be as high as 3 percent and the mechanism for spread was unknown — to shut down schools. But we’ve learned so much in the past 15 months. All we are doing with requiring masks in schools is needlessly cultivating the sense of danger in our children when they should be focused on learning and making friends.⠀
⠀
Check out Michael Brendan Dougherty’s piece, “Seriously, Take the Masks Off Kids Now,” linked in our bio. ⠀
___________⠀
#education #publicschools #conservative #republican",2021-06-05 00:53:24,"It was totally reasonable in the early days of the pandemic  when people thought the casefatality rate could be as high as 3 percent and the mechanism for spread was unknown  to shut down schools But weve learned so much in the past 15 months All we are doing with requiring masks in schools is needlessly cultivating the sense of danger in our children when they should be focused on learning and making friends

Check out Michael Brendan Doughertys piece Seriously Take the Masks Off Kids Now linked in our bio 

education publicschools conservative republican"
"For many it would be psychologically easier if COVID-19 were a product of nature, or the will of Nature’s God. But what if all this mountain of suffering the last two years was partly down to the fault of a political party, the Chinese Communist Party — which, seeking to avoid embarrassment, prevented the world from discovering the nature of this outbreak?�⠀
⠀
Read more in Michael Brendan Dougherty’s piece, “What if the Pandemic Was Man-Made?”, linked in our bio.�⠀
_________⠀
#coronavirus #conservative #wuhanlab #CCP",2021-05-26 01:25:06,"For many it would be psychologically easier if COVID19 were a product of nature or the will of Natures God But what if all this mountain of suffering the last two years was partly down to the fault of a political party the Chinese Communist Party  which seeking to avoid embarrassment prevented the world from discovering the nature of this outbreak

Read more in Michael Brendan Doughertys piece What if the Pandemic Was ManMade linked in our bio

coronavirus conservative wuhanlab CCP"
"The story of 2021 is not a Republican meltdown. Despite what you read, the party stands a good chance to end its bout in the wilderness after two short years. GOP voters are united and energized, and the party is doing what’s necessary to make Kevin McCarthy the next speaker, which would instantly squash the never-very-plausible talk of Joe Biden being the next FDR. ⠀
⠀
Check out Rich Lowry’s piece, “The GOP Future Is Bright”, linked in our bio. ⠀
________⠀
#conservative #republican #gop",2021-05-22 00:09:07,"The story of 2021 is not a Republican meltdown Despite what you read the party stands a good chance to end its bout in the wilderness after two short years GOP voters are united and energized and the party is doing whats necessary to make Kevin McCarthy the next speaker which would instantly squash the neververyplausible talk of Joe Biden being the next FDR 

Check out Rich Lowrys piece The GOP Future Is Bright linked in our bio 

conservative republican gop"
"Suspending intellectual property on vaccines is not the way the U.S. can help the world get vaccinated. Read more in Senator Tom Cotton’s latest op-ed, “The Biden Administration’s Vaccine Mistake”, linked in our bio.

____
#vaccines #joebiden #covid19",2021-05-14 21:59:23,"Suspending intellectual property on vaccines is not the way the US can help the world get vaccinated Read more in Senator Tom Cottons latest oped The Biden Administrations Vaccine Mistake linked in our bio


vaccines joebiden covid19"
"Critical Race Theory shouldn’t be within a hundred miles of the nation’s schools, and, fortunately, some states and communities are fighting back. ⠀
⠀
Check out the latest editorial, “A Welcome Backlash against Critical Race Theory,” linked in our bio. ⠀
_____⠀
#criticalracetheory #republican #conservative #education",2021-05-11 00:48:54,"Critical Race Theory shouldnt be within a hundred miles of the nations schools and fortunately some states and communities are fighting back 

Check out the latest editorial A Welcome Backlash against Critical Race Theory linked in our bio 

criticalracetheory republican conservative education"
